name,estimate,se,x_value
offdiag,26.132868504127245,4.512407823582584,0
offdiag,24.327345303778305,4.3287591586430265,1.0101010101010102
offdiag,22.52530738307721,4.14658903160419,2.0202020202020203
offdiag,20.732158165078946,3.966245077144301,3.0303030303030303
offdiag,18.95508755866247,3.788119920478269,4.040404040404041
offdiag,17.20246655673261,3.6126159172304644,5.050505050505051
offdiag,15.483285014664231,3.4401170391134968,6.0606060606060606
offdiag,13.806638297329723,3.2709685369409143,7.070707070707071
offdiag,12.18126874114752,3.105464663498718,8.080808080808081
offdiag,10.615167671805535,2.943844290143734,9.090909090909092
offdiag,9.115243093934255,2.786293784631623,10.101010101010102
offdiag,7.687057175039667,2.632956119378997,11.111111111111112
offdiag,6.334636336074173,2.4839449216125944,12.121212121212121
offdiag,5.060355194063443,2.3393621032526504,13.131313131313131
offdiag,3.864893842766483,2.1993178238596687,14.141414141414142
offdiag,2.7472660756061194,2.0639518092943057,15.151515151515152
offdiag,1.7049142261503207,1.9334554019862615,16.161616161616163
offdiag,0.7338644041009991,1.808094059259925,17.171717171717173
offdiag,-0.17106588025208452,1.6882302237979088,18.181818181818183
offdiag,-1.016017302721286,1.5743464122625714,19.191919191919194
offdiag,-1.8078064462844505,1.467067795798532,20.202020202020204
offdiag,-2.5536235648249175,1.3671821910008535,21.212121212121215
offdiag,-3.2607228852814787,1.2756528989358424,22.222222222222225
offdiag,-3.9361180885819795,1.1936160254649428,23.232323232323235
offdiag,-4.586295283634469,1.1223493201407801,24.242424242424242
offdiag,-5.216954983685602,1.063196536611228,25.252525252525253
offdiag,-5.832793324091498,1.0174350113393422,26.262626262626263
offdiag,-6.437331061096644,0.9860910990586802,27.272727272727273
offdiag,-7.032796820903919,0.9697390468578457,28.282828282828284
offdiag,-7.620068706148087,0.9683487281966839,29.292929292929294
offdiag,-8.198675809649847,0.9812479788783343,30.303030303030305
offdiag,-8.766858543623053,1.0072217423957652,31.313131313131315
offdiag,-9.321684085620642,1.0447083637714705,32.323232323232325
offdiag,-9.859210792557933,1.0920188952112555,33.333333333333336
offdiag,-10.374693259733352,1.1475165444765847,34.343434343434346
offdiag,-10.862817911417652,1.2097294583419225,35.35353535353536
offdiag,-11.317957695562596,1.2774014126825373,36.36363636363637
offdiag,-11.734433687845003,1.3494992298849802,37.37373737373738
offdiag,-12.106771233488871,1.425196320963619,38.38383838383839
offdiag,-12.429938683236962,1.503846426803687,39.3939393939394
offdiag,-12.699557795221523,1.5849557288920144,40.40404040404041
offdiag,-12.912076428780484,1.6681571061170415,41.41414141414142
offdiag,-13.064896171570547,1.7531876673846905,42.42424242424243
offdiag,-13.156449914056404,1.8398693717333263,43.43434343434344
offdiag,-13.186226991602295,1.928092067716382,44.44444444444445
offdiag,-13.154746216154113,2.0177982619732022,45.45454545454546
offdiag,-13.063479772822696,2.1089691116274945,46.46464646464647
offdiag,-12.91473341934973,2.2016113771022408,47.47474747474748
offdiag,-12.711490566213175,2.2957452948846733,48.484848484848484
offdiag,-12.45722951742162,2.391393506772265,49.494949494949495
offdiag,-12.155724326676863,2.488571315413159,50.505050505050505
offdiag,-11.810840310182368,2.587278638964533,51.515151515151516
offdiag,-11.426335229074992,2.68749412004785,52.525252525252526
offdiag,-11.005676519611436,2.7891719018572907,53.535353535353536
offdiag,-10.551883751067573,2.892241597151989,54.54545454545455
offdiag,-10.067403805406242,2.9966119130533584,55.55555555555556
offdiag,-9.55402420268866,3.102178225664349,56.56565656565657
offdiag,-9.012827667274719,3.2088341068181623,57.57575757575758
offdiag,-8.444188581682754,3.316486398422345,58.58585858585859
offdiag,-7.847809553021117,3.4250729444550556,59.5959595959596
offdiag,-7.222794063689904,3.5345815889456094,60.60606060606061
offdiag,-6.56774922454449,3.645068608172556,61.61616161616162
offdiag,-5.8809111063944535,3.756674446361511,62.62626262626263
offdiag,-5.160284079847581,3.8696345326621358,63.63636363636364
offdiag,-4.403785098057523,3.984283113692583,64.64646464646465
offdiag,-3.6093839314231717,4.101048447104186,65.65656565656566
offdiag,-2.775230991790907,4.22043833738881,66.66666666666667
offdiag,-1.8997655161304525,4.3430157918682255,67.67676767676768
offdiag,-0.9817984350448462,4.469365444151585,68.68686868686869
offdiag,-0.02056612339982622,4.600052235493605,69.6969696969697
offdiag,0.9842467062531469,4.735574569486075,70.70707070707071
offdiag,2.0325145875685413,4.876314694356159,71.71717171717172
offdiag,3.1237069442014818,5.0224893875851855,72.72727272727273
offdiag,4.256947550940983,5.174104125242658,73.73737373737374
offdiag,5.431092072359284,5.330913847496869,74.74747474747475
offdiag,6.644816862924878,5.4923932266170485,75.75757575757576
offdiag,7.896711622320579,5.657719038824305,76.76767676767678
offdiag,9.18536842838678,5.825766847059964,77.77777777777779
offdiag,10.509460116671214,5.9951237029577165,78.7878787878788
offdiag,11.86780190542006,6.16411794327717,79.7979797979798
offdiag,13.259391512449913,6.330866363159508,80.80808080808082
offdiag,14.68342468370386,6.493338092814842,81.81818181818183
offdiag,16.139284940251283,6.6494334164326645,82.82828282828284
offdiag,17.626508326210857,6.797074617325472,83.83838383838385
offdiag,19.144725875415833,6.9343048019819955,84.84848484848486
offdiag,20.693588284653856,7.059389649174679,85.85858585858587
offdiag,22.272678773545437,7.17091624599313,86.86868686868688
offdiag,23.88142123298832,7.267882692773227,87.87878787878789
offdiag,25.518991448893427,7.349772043829971,88.8888888888889
offdiag,27.18423939937842,7.4166044382136125,89.89898989898991
offdiag,28.875630357979876,7.468961980969657,90.90909090909092
offdiag,30.59121182222823,7.507982058795492,91.91919191919193
offdiag,32.3286121867604,7.535316294364978,92.92929292929294
offdiag,34.085075681245215,7.553054216619183,93.93939393939395
offdiag,35.85753650633321,7.5636128682072075,94.94949494949496
offdiag,37.642733451866945,7.569595847454641,95.95959595959597
offdiag,39.43736470558896,7.5736274777795645,96.96969696969697
offdiag,41.23828119363137,7.578169624340836,97.97979797979798
offdiag,43.042715766559844,7.585329808795459,98.98989898989899
offdiag,44.84854497563579,7.5966694294337165,100
offdiag_2,30.376626976641706,3.1951367112980336,0
offdiag_2,28.37530182920254,2.984485668492849,101.01010101010101
offdiag_2,26.37397661504327,2.7738361918194387,202.02020202020202
offdiag_2,24.37265125523907,2.563188495596611,303.030303030303
offdiag_2,22.371325691163925,2.352542908956075,404.04040404040404
offdiag_2,20.369999901120508,2.141899966768943,505.0505050505051
offdiag_2,18.368673907223695,1.931260534594254,606.060606060606
offdiag_2,16.367347775562685,1.7206260063607366,707.070707070707
offdiag_2,14.366021611280473,1.5099986510344248,808.0808080808081
offdiag_2,12.364695549777016,1.2993822830207058,909.0909090909091
offdiag_2,10.363369745305905,1.0887837027604605,1010.1010101010102
offdiag_2,8.362044358257794,0.8782162108171611,1111.111111111111
offdiag_2,6.360719542206752,0.6677097817560064,1212.121212121212
offdiag_2,4.359395432036231,0.45734934484563305,1313.1313131313132
offdiag_2,2.3580721337801056,0.24750808737547336,1414.141414141414
offdiag_2,0.35674971713558606,0.04595604055152151,1515.1515151515152
offdiag_2,-1.6445717887902112,0.1781108557197784,1616.1616161616162
offdiag_2,-3.645892396876556,0.3874204916064268,1717.171717171717
offdiag_2,-5.647212159799758,0.597683209552478,1818.1818181818182
offdiag_2,-7.64853116495405,0.8081553211700392,1919.1919191919192
offdiag_2,-9.649849527030664,1.0187069896679435,2020.2020202020203
offdiag_2,-11.651167378747378,1.2292973393418316,2121.212121212121
offdiag_2,-13.652484860467657,1.4399094551554228,2222.222222222222
offdiag_2,-15.65380210951416,1.6505351061997782,2323.2323232323233
offdiag_2,-17.6551192499818,1.8611698334020972,2424.242424242424
offdiag_2,-19.656436383734494,2.07181102953357,2525.252525252525
offdiag_2,-21.657753583175285,2.282457079369568,2626.2626262626263
offdiag_2,-23.65907088624426,2.4931069333693423,2727.2727272727275
offdiag_2,-25.660388293928595,2.703759878773135,2828.282828282828
offdiag_2,-27.661705770388494,2.914415408651458,2929.2929292929293
offdiag_2,-29.66302324562123,3.1250731432480454,3030.3030303030305
offdiag_2,-31.664340620416336,3.3357327811825517,3131.313131313131
offdiag_2,-33.665657773207506,3.54639406882342,3232.3232323232323
offdiag_2,-35.66697456836957,3.757056781416713,3333.3333333333335
offdiag_2,-37.668290865397104,3.9677207122068165,3434.343434343434
offdiag_2,-39.669606528301266,4.178385667073051,3535.3535353535353
offdiag_2,-41.67092143459601,4.389051462933909,3636.3636363636365
offdiag_2,-43.67223548329048,4.599717928562185,3737.373737373737
offdiag_2,-45.67354860141553,4.810384906728601,3838.3838383838383
offdiag_2,-47.67486074895023,5.02105225692087,3939.3939393939395
offdiag_2,-49.6761719218676,5.231719858127078,4040.4040404040406
offdiag_2,-51.677482152343465,5.442387610838726,4141.414141414141
offdiag_2,-53.67879150685191,5.653055438150068,4242.424242424242
offdiag_2,-55.68010008245035,5.8637232859859365,4343.434343434344
offdiag_2,-57.68140800173709,6.0743911228835135,4444.444444444444
offdiag_2,-59.68271540561861,6.285058938847796,4545.454545454545
